Epoch,Train Acc,Val Acc,Train Loss,Val Loss
0,0.09892451298701299,0.14777728873239437,2.3138134820120677,2.3008021116256714
1,0.12682629870129872,0.22205105633802819,2.287086316517421,2.247563123703003
2,0.19882981601731603,0.2244168133802817,2.232827663421631,2.2303823232650757
3,0.2306547619047619,0.2071963028169014,2.210758924484253,2.217535972595215
4,0.28226461038961037,0.24158230633802819,2.1838327816554477,2.186005115509033
5,0.331540854978355,0.30182658450704225,2.127474614552089,2.1568007469177246
6,0.35020968614718617,0.31354533450704225,2.1143506935664584,2.139907956123352
7,0.40016233766233766,0.29792033450704225,2.083587578364781,2.132574677467346
8,0.3968141233766234,0.3542033450704225,2.0666228362492154,2.102455496788025
9,0.4239042207792208,0.3581095950704225,2.0322817734309604,2.0964900255203247
10,0.3931615259740259,0.3909551056338028,2.0480751991271973,2.1094181537628174
11,0.4785917207792208,0.40580985915492956,2.017531088420323,2.060855984687805
12,0.4858292748917749,0.37450484154929575,2.0009541170937672,2.100260853767395
13,0.49296536796536794,0.4355193661971831,1.990504571369716,2.033790707588196
14,0.5179247835497836,0.4277068661971831,1.9651339224406652,2.0185391306877136
15,0.5450148809523809,0.39953785211267606,1.9520530189786638,2.0529375076293945
16,0.5335497835497836,0.4316131161971831,1.953898821558271,2.0040038228034973
17,0.5606398809523809,0.5004401408450705,1.9292325973510742,2.01853209733963
18,0.5952380952380952,0.510618397887324,1.9112235818590437,1.9849368333816528
19,0.5702448593073594,0.5512764084507042,1.9269651004246302,1.962924301624298
20,0.6122497294372294,0.5364216549295775,1.8892229284558977,1.9504528045654297
21,0.6362621753246753,0.5403279049295775,1.8731425659997123,1.9374010562896729
22,0.6157332251082251,0.5364216549295775,1.8772196088518416,1.9319671392440796
23,0.6317978896103896,0.5364216549295775,1.862689529146467,1.9267939329147339
24,0.6222943722943723,0.5442341549295775,1.8608847515923637,1.922149658203125
25,0.618946158008658,0.5481404049295775,1.8575612987790788,1.9186762571334839
26,0.6199269480519481,0.5403279049295775,1.8492338146482195,1.914284586906433
27,0.6285849567099567,0.5403279049295775,1.8429968186787196,1.9111713767051697
28,0.6038622835497834,0.5403279049295775,1.8559296812329973,1.9093237519264221
29,0.6264880952380952,0.5403279049295775,1.8358071190970284,1.9057427048683167
30,0.6062297077922078,0.5403279049295775,1.8537942511694772,1.9023960828781128
31,0.6140422077922078,0.5403279049295775,1.8527635846819197,1.9041528105735779
32,0.6264880952380952,0.5364216549295775,1.8340943540845598,1.901520311832428
33,0.608191287878788,0.5403279049295775,1.8426371301923479,1.8992887735366821
34,0.6278747294372294,0.5403279049295775,1.8330226796013969,1.8923774361610413
35,0.6255073051948052,0.39018485915492956,1.8373642138072424,2.0833672285079956
36,0.5489042207792207,0.5403279049295775,1.9089699132101876,1.887110948562622
37,0.6433644480519481,0.6724801936619718,1.8206625155040197,1.8509162664413452
38,0.683678300865801,0.6724801936619718,1.8189540590558733,1.8446334600448608
39,0.7252773268398268,0.6904709507042254,1.788739630154201,1.8240361213684082
40,0.6864853896103896,0.621643926056338,1.8073380163737707,1.8664936423301697
41,0.7177353896103896,0.6865647007042254,1.7836952209472656,1.8064362406730652
42,0.7226055194805195,0.6943772007042254,1.7730799232210432,1.8000988960266113
43,0.7216247294372294,0.6975132042253521,1.7673640591757638,1.7955752611160278
44,0.7399215367965368,0.7060959507042254,1.7611763988222395,1.7913532257080078
45,0.746482683982684,0.7021897007042254,1.752515367099217,1.7867025136947632
46,0.6990327380952381,0.7185849471830985,1.7843983684267317,1.7907224297523499
47,0.7499661796536797,0.7404819542253521,1.7369700499943324,1.7571724653244019
48,0.7633590367965368,0.7553367077464789,1.7291223832539149,1.7502117156982422
49,0.763764880952381,0.7662852112676056,1.728729282106672,1.7417046427726746
50,0.7296063311688312,0.6779269366197183,1.7525199481419154,1.7999209761619568
51,0.7453666125541126,0.7662852112676056,1.7394838333129883,1.7179341912269592
52,0.7824675324675325,0.7967649647887324,1.7079138244901384,1.716190755367279
53,0.7726934523809524,0.4910321302816901,1.7188552958624703,1.9355856776237488
54,0.7407670454545455,0.7850462147887324,1.733466352735247,1.7025545239448547
